year, category a, category b, category c, value, axis, show on left-menu, description
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",, -, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",, -, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",, -, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,54.9853248326497, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,99.7301847534402, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,138.114227142562, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,202.916225638188, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,269.219930338659, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,345.55995917798, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,394.716477500408, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,452.525222747225, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,508.958633306761, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,569.344789760714, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,617.117852443135, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,657.99218343542, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,751.36568917572, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,786.789138582969, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,884.184636555698, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,998.24204034688, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1100.73163930662, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1158.67283010921, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1208.49074356765, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1297.32448184633, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1416.13326217622, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1540.48527464039, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",,1624.06888308419, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,693.50338006027, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,650.699988762079, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,652.827305961541, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,665.48742617947, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,815.648272630072, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,743.772780205086, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,780.527435294325, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,955.840539352297, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,754.784423943869, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,725.355892885626, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,776.047320435749, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,766.694212554358, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,1104.86979034095, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,1196.60317408287, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,1363.76010705438, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,1175.33621072937, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,688.622790514743, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,803.73449552089, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,845.96224530283, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,842.916880756676, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,928.904660503276, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,676.706566593801, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,529.481434428909, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,657.426040619958, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,682.482225867555, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,452.341220822004, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,505.374005667774, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Non-Energy Products from Fuels and Solvent Use,,458.989406017899, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,77.3042793753905, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,76.5534224959759, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,73.5558869822133, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,75.9517868962676, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,78.2648280300583, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,83.2349001520989, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,68.1268295258629, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,77.9246220192707, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,105.435316832607, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,105.914666640651, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,112.896562850893, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,126.135290833344, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,86.5341930152448, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,115.402995135815, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,102.18344872021, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,95.431726775773, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,89.7406988315776, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,88.2958844194621, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,105.652490549351, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,91.0079535422919, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,89.8069890483127, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,59.1249621867746, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,89.1955819169666, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,85.552915281769, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,71.8957053104583, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,70.6904584747446, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,74.2553631270256, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Other Product Manufacture and Use,,93.7423954905558, ,,
1990,AGRICULTURE,,,2186.79096654734, ,,
1991,AGRICULTURE,,,2166.9019240901, ,,
1992,AGRICULTURE,,,2298.84268336268, ,,
1993,AGRICULTURE,,,2316.96688279343, ,,
1994,AGRICULTURE,,,2371.57932344807, ,,
1995,AGRICULTURE,,,2447.27208767119, ,,
1996,AGRICULTURE,,,2486.31825327839, ,,
1997,AGRICULTURE,,,2499.08845701006, ,,
1998,AGRICULTURE,,,2394.59504425262, ,,
1999,AGRICULTURE,,,2530.59912488884, ,,
2000,AGRICULTURE,,,2559.40759934474, ,,
2001,AGRICULTURE,,,2641.00247948229, ,,
2002,AGRICULTURE,,,2625.98560039275, ,,
2003,AGRICULTURE,,,2712.13668559882, ,,
2004,AGRICULTURE,,,2752.78880149839, ,,
2005,AGRICULTURE,,,2727.76681566349, ,,
2006,AGRICULTURE,,,2485.85457010223, ,,
2007,AGRICULTURE,,,2447.28376631109, ,,
2008,AGRICULTURE,,,2357.09942673748, ,,
2009,AGRICULTURE,,,2195.36775956758, ,,
2010,AGRICULTURE,,,2142.48296845874, ,,
2011,AGRICULTURE,,,2137.42296852681, ,,
2012,AGRICULTURE,,,2147.6313160507, ,,
2013,AGRICULTURE,,,2255.15031553286, ,,
2014,AGRICULTURE,,,2210.05264112796, ,,
2015,AGRICULTURE,,,2263.65492117277, ,,
2016,AGRICULTURE,,,2360.65463929143, ,,
2017,AGRICULTURE,,,2390.15347658192, ,,
1990,AGRICULTURE,Enteric Fermentation,,1357.65049552211, ,,
1991,AGRICULTURE,Enteric Fermentation,,1398.62543964745, ,,
1992,AGRICULTURE,Enteric Fermentation,,1467.25454835741, ,,
1993,AGRICULTURE,Enteric Fermentation,,1456.52126015238, ,,
1994,AGRICULTURE,Enteric Fermentation,,1509.92663794212, ,,
1995,AGRICULTURE,Enteric Fermentation,,1585.03002188848, ,,
1996,AGRICULTURE,Enteric Fermentation,,1603.60326759194, ,,
1997,AGRICULTURE,Enteric Fermentation,,1577.13681855803, ,,
1998,AGRICULTURE,Enteric Fermentation,,1548.41519668649, ,,
1999,AGRICULTURE,Enteric Fermentation,,1637.62480232496, ,,
2000,AGRICULTURE,Enteric Fermentation,,1658.65276157327, ,,
2001,AGRICULTURE,Enteric Fermentation,,1676.64023752147, ,,
2002,AGRICULTURE,Enteric Fermentation,,1710.00241105721, ,,
2003,AGRICULTURE,Enteric Fermentation,,1763.33555312985, ,,
2004,AGRICULTURE,Enteric Fermentation,,1810.47735059162, ,,
2005,AGRICULTURE,Enteric Fermentation,,1786.87211463143, ,,
2006,AGRICULTURE,Enteric Fermentation,,1650.67103450721, ,,
2007,AGRICULTURE,Enteric Fermentation,,1562.72583730612, ,,
2008,AGRICULTURE,Enteric Fermentation,,1489.18091299837, ,,
2009,AGRICULTURE,Enteric Fermentation,,1365.35362731671, ,,
2010,AGRICULTURE,Enteric Fermentation,,1300.15629691104, ,,
2011,AGRICULTURE,Enteric Fermentation,,1281.1518512078, ,,
2012,AGRICULTURE,Enteric Fermentation,,1305.80574194657, ,,
2013,AGRICULTURE,Enteric Fermentation,,1321.44775798261, ,,
2014,AGRICULTURE,Enteric Fermentation,,1340.66226726418, ,,
2015,AGRICULTURE,Enteric Fermentation,,1375.83627973331, ,,
2016,AGRICULTURE,Enteric Fermentation,,1434.12603739442, ,,
2017,AGRICULTURE,Enteric Fermentation,,1426.05905557268, ,,
1990,AGRICULTURE,Manure Management,,312.121816823794, ,,
1991,AGRICULTURE,Manure Management,,320.396071614343, ,,
1992,AGRICULTURE,Manure Management,,331.947310201464, ,,
1993,AGRICULTURE,Manure Management,,335.973243617038, ,,
1994,AGRICULTURE,Manure Management,,352.498140036537, ,,
1995,AGRICULTURE,Manure Management,,368.657190336374, ,,
1996,AGRICULTURE,Manure Management,,376.463065916483, ,,
1997,AGRICULTURE,Manure Management,,382.07590316412, ,,
1998,AGRICULTURE,Manure Management,,384.436668149243, ,,
1999,AGRICULTURE,Manure Management,,401.500314864199, ,,
2000,AGRICULTURE,Manure Management,,411.510468602622, ,,
2001,AGRICULTURE,Manure Management,,422.279126763935, ,,
2002,AGRICULTURE,Manure Management,,429.602567756015, ,,
2003,AGRICULTURE,Manure Management,,437.394867609178, ,,
2004,AGRICULTURE,Manure Management,,443.904755387487, ,,
2005,AGRICULTURE,Manure Management,,436.672864862579, ,,
2006,AGRICULTURE,Manure Management,,415.456912228336, ,,
2007,AGRICULTURE,Manure Management,,403.056484501104, ,,
2008,AGRICULTURE,Manure Management,,396.166678006693, ,,
2009,AGRICULTURE,Manure Management,,382.272103117367, ,,
2010,AGRICULTURE,Manure Management,,375.709687086296, ,,
2011,AGRICULTURE,Manure Management,,376.334408954763, ,,
2012,AGRICULTURE,Manure Management,,382.026253765514, ,,
2013,AGRICULTURE,Manure Management,,388.19592356578, ,,
2014,AGRICULTURE,Manure Management,,391.772397960279, ,,
2015,AGRICULTURE,Manure Management,,396.589516960777, ,,
2016,AGRICULTURE,Manure Management,,405.734586541361, ,,
2017,AGRICULTURE,Manure Management,,408.260620275493, ,,
1990,AGRICULTURE,Agricultural Soils,,491.828292319545, ,,
1991,AGRICULTURE,Agricultural Soils,,424.918687642788, ,,
1992,AGRICULTURE,Agricultural Soils,,470.318023228517, ,,
1993,AGRICULTURE,Agricultural Soils,,493.818488357346, ,,
1994,AGRICULTURE,Agricultural Soils,,478.99943880274, ,,
1995,AGRICULTURE,Agricultural Soils,,469.841724512999, ,,
1996,AGRICULTURE,Agricultural Soils,,480.306879769966, ,,
1997,AGRICULTURE,Agricultural Soils,,511.873501687909, ,,
1998,AGRICULTURE,Agricultural Soils,,424.35338448356, ,,
1999,AGRICULTURE,Agricultural Soils,,462.91787276635, ,,
2000,AGRICULTURE,Agricultural Soils,,451.252645435513, ,,
2001,AGRICULTURE,Agricultural Soils,,511.757461596888, ,,
2002,AGRICULTURE,Agricultural Soils,,458.76929277953, ,,
2003,AGRICULTURE,Agricultural Soils,,484.640287526459, ,,
2004,AGRICULTURE,Agricultural Soils,,472.63032218595, ,,
2005,AGRICULTURE,Agricultural Soils,,480.391436169484, ,,
2006,AGRICULTURE,Agricultural Soils,,403.513210033351, ,,
2007,AGRICULTURE,Agricultural Soils,,465.945244503863, ,,
2008,AGRICULTURE,Agricultural Soils,,456.474340532416, ,,
2009,AGRICULTURE,Agricultural Soils,,434.542029133504, ,,
2010,AGRICULTURE,Agricultural Soils,,452.683651128074, ,,
2011,AGRICULTURE,Agricultural Soils,,454.854361697583, ,,
2012,AGRICULTURE,Agricultural Soils,,436.321882471952, ,,
2013,AGRICULTURE,Agricultural Soils,,519.957535317807, ,,
2014,AGRICULTURE,Agricultural Soils,,456.805477236827, ,,
2015,AGRICULTURE,Agricultural Soils,,468.07814868611, ,,
2016,AGRICULTURE,Agricultural Soils,,494.496920789084, ,,
2017,AGRICULTURE,Agricultural Soils,,527.336706167197, ,,
1990,AGRICULTURE,Agricultural Soils,Direct Sources,394.731183928243, ,,
1991,AGRICULTURE,Agricultural Soils,Direct Sources,336.136248139407, ,,
1992,AGRICULTURE,Agricultural Soils,Direct Sources,371.16078005385, ,,
1993,AGRICULTURE,Agricultural Soils,Direct Sources,392.302854383184, ,,
1994,AGRICULTURE,Agricultural Soils,Direct Sources,378.134567853982, ,,
1995,AGRICULTURE,Agricultural Soils,Direct Sources,369.968342725757, ,,
1996,AGRICULTURE,Agricultural Soils,Direct Sources,379.455713303189, ,,
1997,AGRICULTURE,Agricultural Soils,Direct Sources,404.855953848586, ,,
1998,AGRICULTURE,Agricultural Soils,Direct Sources,330.572424904299, ,,
1999,AGRICULTURE,Agricultural Soils,Direct Sources,360.7657436506, ,,
2000,AGRICULTURE,Agricultural Soils,Direct Sources,349.31892122748, ,,
2001,AGRICULTURE,Agricultural Soils,Direct Sources,399.417227906657, ,,
2002,AGRICULTURE,Agricultural Soils,Direct Sources,354.743776787378, ,,
2003,AGRICULTURE,Agricultural Soils,Direct Sources,374.384394647945, ,,
2004,AGRICULTURE,Agricultural Soils,Direct Sources,362.789326720888, ,,
2005,AGRICULTURE,Agricultural Soils,Direct Sources,371.38729500088, ,,
2006,AGRICULTURE,Agricultural Soils,Direct Sources,309.221160511744, ,,
2007,AGRICULTURE,Agricultural Soils,Direct Sources,363.393203894094, ,,
2008,AGRICULTURE,Agricultural Soils,Direct Sources,356.471621929405, ,,
2009,AGRICULTURE,Agricultural Soils,Direct Sources,340.570710981009, ,,
2010,AGRICULTURE,Agricultural Soils,Direct Sources,357.619072122201, ,,
2011,AGRICULTURE,Agricultural Soils,Direct Sources,361.423249366741, ,,
2012,AGRICULTURE,Agricultural Soils,Direct Sources,344.473184997676, ,,
2013,AGRICULTURE,Agricultural Soils,Direct Sources,416.954963584312, ,,
2014,AGRICULTURE,Agricultural Soils,Direct Sources,362.511020650459, ,,
2015,AGRICULTURE,Agricultural Soils,Direct Sources,370.995711236497, ,,
2016,AGRICULTURE,Agricultural Soils,Direct Sources,393.499180640837, ,,
2017,AGRICULTURE,Agricultural Soils,Direct Sources,421.370441823328, ,,
1990,AGRICULTURE,Agricultural Soils,Indirect Sources,97.097108391302, ,,
1991,AGRICULTURE,Agricultural Soils,Indirect Sources,88.7824395033808, ,,
1992,AGRICULTURE,Agricultural Soils,Indirect Sources,99.1572431746678, ,,
1993,AGRICULTURE,Agricultural Soils,Indirect Sources,101.515633974162, ,,
1994,AGRICULTURE,Agricultural Soils,Indirect Sources,100.864870948758, ,,
1995,AGRICULTURE,Agricultural Soils,Indirect Sources,99.873381787242, ,,
1996,AGRICULTURE,Agricultural Soils,Indirect Sources,100.851166466777, ,,
1997,AGRICULTURE,Agricultural Soils,Indirect Sources,107.017547839323, ,,
1998,AGRICULTURE,Agricultural Soils,Indirect Sources,93.780959579261, ,,
1999,AGRICULTURE,Agricultural Soils,Indirect Sources,102.152129115751, ,,
2000,AGRICULTURE,Agricultural Soils,Indirect Sources,101.933724208033, ,,
2001,AGRICULTURE,Agricultural Soils,Indirect Sources,112.34023369023, ,,
2002,AGRICULTURE,Agricultural Soils,Indirect Sources,104.025515992152, ,,
2003,AGRICULTURE,Agricultural Soils,Indirect Sources,110.255892878514, ,,
2004,AGRICULTURE,Agricultural Soils,Indirect Sources,109.840995465061, ,,
2005,AGRICULTURE,Agricultural Soils,Indirect Sources,109.004141168605, ,,
2006,AGRICULTURE,Agricultural Soils,Indirect Sources,94.2920495216075, ,,
2007,AGRICULTURE,Agricultural Soils,Indirect Sources,102.552040609769, ,,
2008,AGRICULTURE,Agricultural Soils,Indirect Sources,100.002718603011, ,,
2009,AGRICULTURE,Agricultural Soils,Indirect Sources,93.9713181524953, ,,
2010,AGRICULTURE,Agricultural Soils,Indirect Sources,95.0645790058721, ,,
2011,AGRICULTURE,Agricultural Soils,Indirect Sources,93.4311123308413, ,,
2012,AGRICULTURE,Agricultural Soils,Indirect Sources,91.8486974742763, ,,
2013,AGRICULTURE,Agricultural Soils,Indirect Sources,103.002571733495, ,,
2014,AGRICULTURE,Agricultural Soils,Indirect Sources,94.2944565863684, ,,
2015,AGRICULTURE,Agricultural Soils,Indirect Sources,97.0824374496134, ,,
2016,AGRICULTURE,Agricultural Soils,Indirect Sources,100.997740148247, ,,
2017,AGRICULTURE,Agricultural Soils,Indirect Sources,105.966264343869, ,,
1990,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1991,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1992,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1993,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1994,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1995,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1996,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1997,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1998,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1999,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2000,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2001,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2002,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2003,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2004,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2005,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2006,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2007,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2008,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2009,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2010,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2011,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2012,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2013,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2014,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2015,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2016,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
2017,AGRICULTURE,Field Burning of Agricultural Residues,, -, ,,
1990,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,25.1903618818952, ,,
1991,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,22.961725185525, ,,
1992,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,29.322801575295, ,,
1993,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,30.6538906666667, ,,
1994,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,30.1551066666667, ,,
1995,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,23.7431509333333, ,,
1996,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,25.94504, ,,
1997,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,28.0022336, ,,
1998,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,37.3897949333333, ,,
1999,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,28.5561349333333, ,,
2000,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,37.9917237333333, ,,
2001,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,30.3256536, ,,
2002,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,27.6113288, ,,
2003,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,26.7659773333333, ,,
2004,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,25.7763733333333, ,,
2005,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,23.8304, ,,
2006,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,16.2134133333333, ,,
2007,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,15.5562, ,,
2008,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,15.2774952, ,,
2009,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,13.2, ,,
2010,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,13.9333333333333, ,,
2011,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,25.0823466666667, ,,
2012,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,23.4774378666667, ,,
2013,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,25.5490986666667, ,,
2014,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,20.8124986666667, ,,
2015,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,23.1509757925791, ,,
2016,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,26.2970945665573, ,,
2017,AGRICULTURE,"Liming, Urea Application and Other Carbon-containing Fertilizers",,28.4970945665573, ,,
1990,WASTE,,,3897.81943010519, ,,
1991,WASTE,,,4001.79136446757, ,,
1992,WASTE,,,3921.08543190896, ,,
1993,WASTE,,,3706.17210221891, ,,
1994,WASTE,,,3786.56450627289, ,,
1995,WASTE,,,3854.31071246829, ,,
1996,WASTE,,,3951.59569868575, ,,
1997,WASTE,,,4039.47998788714, ,,
1998,WASTE,,,4120.39790585003, ,,
1999,WASTE,,,4094.58290120487, ,,
2000,WASTE,,,4144.91289129856, ,,
2001,WASTE,,,4128.98866567429, ,,
2002,WASTE,,,4162.98305344508, ,,
2003,WASTE,,,4119.56883448048, ,,
2004,WASTE,,,3973.2645508262, ,,
2005,WASTE,,,3876.38438976963, ,,
2006,WASTE,,,4217.83065972213, ,,
2007,WASTE,,,4250.5524085747, ,,
2008,WASTE,,,3914.30893920002, ,,
2009,WASTE,,,3996.01379239167, ,,
2010,WASTE,,,3953.17312963763, ,,
2011,WASTE,,,3972.81228908603, ,,
2012,WASTE,,,3781.72743565019, ,,
2013,WASTE,,,3666.69007669, ,,
2014,WASTE,,,3625.89010261984, ,,
2015,WASTE,,,3646.30034599861, ,,
2016,WASTE,,,3635.55087836716, ,,
2017,WASTE,,,3621.05964944753, ,,
1990,WASTE,Solid Waste Disposal,,3773.57968252595, ,,
1991,WASTE,Solid Waste Disposal,,3876.3116233662, ,,
1992,WASTE,Solid Waste Disposal,,3789.0224375391, ,,
1993,WASTE,Solid Waste Disposal,,3568.39487682622, ,,
1994,WASTE,Solid Waste Disposal,,3640.50622555695, ,,
1995,WASTE,Solid Waste Disposal,,3714.03108729092, ,,
1996,WASTE,Solid Waste Disposal,,3806.39609444288, ,,
1997,WASTE,Solid Waste Disposal,,3885.77398382792, ,,
1998,WASTE,Solid Waste Disposal,,3966.48721388625, ,,
